reason,valueA,valueB,normalizedA,normalizedB,proposedSlugA,proposedSlugB,levenshteinDistance,deckCountA,deckCountB,sampleDecksA,sampleDecksB
levenshtein,Regium,Requiem,regium,requiem,regium,requiem,3,2,4,Regium Antique | Regium Classic,Requiem Winter | Requiem Autumn | Black Requiem Counterspell
levenshtein,Rome,Sumi,rome,sumi,rome,sumi,3,4,7,Rome Augustus | Rome Augustus Sleeve | Rome Caesar,Sumi Kitsune Myth Maker | Sumi Kitsune Tale Teller | Sumi Artist
levenshtein,Rome,Time,rome,time,rome,time,2,4,5,Rome Augustus | Rome Augustus Sleeve | Rome Caesar,Time I | Time II | Time III
levenshtein,Royales,Tales,royales,tales,royales,tales,3,4,6,Royales Classic | Royales Players Noir | Royales Players Rouge Gilded,Nefarious Tales | Heroic Tales | Arcane Tales
levenshtein,Royales,Voyager,royales,voyager,royales,voyager,3,4,1,Royales Classic | Royales Players Noir | Royales Players Rouge Gilded,Voyager
levenshtein,Saga,Sakura,saga,sakura,saga,sakura,3,3,1,Saga Conquerors | Saga Raiders | Saga Seafarers,Sakura Winter
levenshtein,Saga,Sheba,saga,sheba,saga,sheba,3,3,1,Saga Conquerors | Saga Raiders | Saga Seafarers,Sheba
levenshtein,Saga,Silk,saga,silk,saga,silk,3,3,6,Saga Conquerors | Saga Raiders | Saga Seafarers,Silk Blue | Silk Red | Royal Silk Test Print
levenshtein,Saga,Sins,saga,sins,saga,sins,3,3,12,Saga Conquerors | Saga Raiders | Saga Seafarers,Sins Legacy Corpus | Sins Legacy Mentis | Sins Black Anima
levenshtein,Saga,SNL,saga,snl,saga,snl,3,3,1,Saga Conquerors | Saga Raiders | Saga Seafarers,SNL
levenshtein,Saga,Socal,saga,socal,saga,socal,3,3,1,Saga Conquerors | Saga Raiders | Saga Seafarers,California Bicycle
levenshtein,Saga,Sumi,saga,sumi,saga,sumi,3,3,7,Saga Conquerors | Saga Raiders | Saga Seafarers,Sumi Kitsune Myth Maker | Sumi Kitsune Tale Teller | Sumi Artist
levenshtein,Saga,Supra,saga,supra,saga,supra,3,3,1,Saga Conquerors | Saga Raiders | Saga Seafarers,Supra Oracle
levenshtein,Saga,Surf,saga,surf,saga,surf,3,3,2,Saga Conquerors | Saga Raiders | Saga Seafarers,Surf | Surf v2 Sunset
levenshtein,Sakura,Supra,sakura,supra,sakura,supra,3,1,1,Sakura Winter,Supra Oracle
levenshtein,Sakura,Surf,sakura,surf,sakura,surf,3,1,2,Sakura Winter,Surf | Surf v2 Sunset
levenshtein,Seafarers,Wayfarers,seafarers,wayfarers,seafarers,wayfarers,3,2,1,Seafarers v1 | Seafarers v2,Wayfarers
levenshtein,Sembras,Umbra,sembras,umbra,sembras,umbra,3,1,4,Sembras,Umbra Slate | Umbra Merlot | Umbra Noir
levenshtein,Sensu,Sins,sensu,sins,sensu,sins,2,4,12,Sensu Mankai-No-Sensu (Full Blossom Fan) | Sensu Haru-No-Sensu (Spring's Fan) | Sensu Fuyu-No-Sensu (Winter's Fan),Sins Legacy Corpus | Sins Legacy Mentis | Sins Black Anima
levenshtein,Sensu,SNL,sensu,snl,sensu,snl,3,4,1,Sensu Mankai-No-Sensu (Full Blossom Fan) | Sensu Haru-No-Sensu (Spring's Fan) | Sensu Fuyu-No-Sensu (Winter's Fan),SNL
levenshtein,Sensu,Zeus,sensu,zeus,sensu,zeus,3,4,2,Sensu Mankai-No-Sensu (Full Blossom Fan) | Sensu Haru-No-Sensu (Spring's Fan) | Sensu Fuyu-No-Sensu (Winter's Fan),Zeus Mighty Gold | Zeus Sterling Silver
levenshtein,Sheba,Supra,sheba,supra,sheba,supra,3,1,1,Sheba,Supra Oracle
levenshtein,Sheba,Theos,sheba,theos,sheba,theos,3,1,4,Sheba,Theos Green | Theos Purple | Theos Limited Green
levenshtein,Silk,Sins,silk,sins,silk,sins,2,6,12,Silk Blue | Silk Red | Royal Silk Test Print,Sins Legacy Corpus | Sins Legacy Mentis | Sins Black Anima
levenshtein,Silk,SNL,silk,snl,silk,snl,2,6,1,Silk Blue | Silk Red | Royal Silk Test Print,SNL
levenshtein,Silk,Sumi,silk,sumi,silk,sumi,3,6,7,Silk Blue | Silk Red | Royal Silk Test Print,Sumi Kitsune Myth Maker | Sumi Kitsune Tale Teller | Sumi Artist
levenshtein,Silk,Surf,silk,surf,silk,surf,3,6,2,Silk Blue | Silk Red | Royal Silk Test Print,Surf | Surf v2 Sunset
levenshtein,Silk,Time,silk,time,silk,time,3,6,5,Silk Blue | Silk Red | Royal Silk Test Print,Time I | Time II | Time III
levenshtein,Sins,SNL,sins,snl,sins,snl,2,12,1,Sins Legacy Corpus | Sins Legacy Mentis | Sins Black Anima,SNL
levenshtein,Sins,Sumi,sins,sumi,sins,sumi,3,12,7,Sins Legacy Corpus | Sins Legacy Mentis | Sins Black Anima,Sumi Kitsune Myth Maker | Sumi Kitsune Tale Teller | Sumi Artist
levenshtein,Sins,Surf,sins,surf,sins,surf,3,12,2,Sins Legacy Corpus | Sins Legacy Mentis | Sins Black Anima,Surf | Surf v2 Sunset
levenshtein,Sins,Time,sins,time,sins,time,3,12,5,Sins Legacy Corpus | Sins Legacy Mentis | Sins Black Anima,Time I | Time II | Time III
levenshtein,Sins,Trics,sins,trics,sins,trics,3,12,1,Sins Legacy Corpus | Sins Legacy Mentis | Sins Black Anima,Trics V2 Premium
levenshtein,Sins,VHS,sins,vhs,sins,vhs,3,12,6,Sins Legacy Corpus | Sins Legacy Mentis | Sins Black Anima,VHS 1982 Standard | VHS 1982 Early Light E. 12 | VHS 1982 Pinewood Derby '86
levenshtein,Sins,Visions,sins,visions,sins,visions,3,12,2,Sins Legacy Corpus | Sins Legacy Mentis | Sins Black Anima,Visions Present Purple Gilded | Visions Prototype
levenshtein,Sins,Zeus,sins,zeus,sins,zeus,3,12,2,Sins Legacy Corpus | Sins Legacy Mentis | Sins Black Anima,Zeus Mighty Gold | Zeus Sterling Silver
levenshtein,Slicers,Snackers,slicers,snackers,slicers,snackers,3,1,2,Slicers,Snackers Strawberry | Snackers Blackberry
levenshtein,Slicers,Tigers,slicers,tigers,slicers,tigers,3,1,6,Slicers,Tigers Standard | Tigers Standard v2 | Tigers Display
levenshtein,SNL,Socal,snl,socal,snl,socal,3,1,1,SNL,California Bicycle
levenshtein,SNL,Sumi,snl,sumi,snl,sumi,3,1,7,SNL,Sumi Kitsune Myth Maker | Sumi Kitsune Tale Teller | Sumi Artist
levenshtein,SNL,Surf,snl,surf,snl,surf,3,1,2,SNL,Surf | Surf v2 Sunset
levenshtein,SNL,VHS,snl,vhs,snl,vhs,3,1,6,SNL,VHS 1982 Standard | VHS 1982 Early Light E. 12 | VHS 1982 Pinewood Derby '86
levenshtein,SNL,WB,snl,wb,snl,wb,3,1,1,SNL,WB
levenshtein,Socal,Tucan,socal,tucan,socal,tucan,3,1,1,California Bicycle,Tucan Cinnamon Back
levenshtein,Solstice,Voltige,solstice,voltige,solstice,voltige,3,2,4,Solstice Standard | Winter Solstice Standard,Voltige Moulin Rouge Red | Voltige Deep Parisian Blue | Voltige Limited Edition Red
levenshtein,Stories,Trics,stories,trics,stories,trics,3,9,1,Stories I Standard Red | Stories II Standard Blue | Stories III Standard Green,Trics V2 Premium
levenshtein,Sultan,Supra,sultan,supra,sultan,supra,3,2,1,Sultan Republic | Sultan Republic Treasury,Supra Oracle
levenshtein,Sultan,Tucan,sultan,tucan,sultan,tucan,3,2,1,Sultan Republic | Sultan Republic Treasury,Tucan Cinnamon Back
levenshtein,Sumi,Supra,sumi,supra,sumi,supra,3,7,1,Sumi Kitsune Myth Maker | Sumi Kitsune Tale Teller | Sumi Artist,Supra Oracle
levenshtein,Sumi,Surf,sumi,surf,sumi,surf,2,7,2,Sumi Kitsune Myth Maker | Sumi Kitsune Tale Teller | Sumi Artist,Surf | Surf v2 Sunset
levenshtein,Sumi,Time,sumi,time,sumi,time,3,7,5,Sumi Kitsune Myth Maker | Sumi Kitsune Tale Teller | Sumi Artist,Time I | Time II | Time III
levenshtein,Sumi,Tulip,sumi,tulip,sumi,tulip,3,7,3,Sumi Kitsune Myth Maker | Sumi Kitsune Tale Teller | Sumi Artist,Tulip Amsterdam Light | Tulip Holland | Tulip Amsterdam Dark
levenshtein,Supra,Surf,supra,surf,supra,surf,2,1,2,Supra Oracle,Surf | Surf v2 Sunset
levenshtein,Supra,Umbra,supra,umbra,supra,umbra,3,1,4,Supra Oracle,Umbra Slate | Umbra Merlot | Umbra Noir
levenshtein,Tales,Texas,tales,texas,tales,texas,3,6,2,Nefarious Tales | Heroic Tales | Arcane Tales,Texas Player's Edition | Texas Premium Edition
levenshtein,Tales,Theos,tales,theos,tales,theos,3,6,4,Nefarious Tales | Heroic Tales | Arcane Tales,Theos Green | Theos Purple | Theos Limited Green
levenshtein,Tales,Tigers,tales,tigers,tales,tigers,3,6,6,Nefarious Tales | Heroic Tales | Arcane Tales,Tigers Standard | Tigers Standard v2 | Tigers Display
levenshtein,Tales,Time,tales,time,tales,time,3,6,5,Nefarious Tales | Heroic Tales | Arcane Tales,Time I | Time II | Time III
levenshtein,Tales,Trics,tales,trics,tales,trics,3,6,1,Nefarious Tales | Heroic Tales | Arcane Tales,Trics V2 Premium
levenshtein,Tales,Tulip,tales,tulip,tales,tulip,3,6,3,Nefarious Tales | Heroic Tales | Arcane Tales,Tulip Amsterdam Light | Tulip Holland | Tulip Amsterdam Dark
levenshtein,Teliad,Texas,teliad,texas,teliad,texas,3,2,2,Teliad Heren | Teliad Alfrin,Texas Player's Edition | Texas Premium Edition
levenshtein,Teliad,Tulip,teliad,tulip,teliad,tulip,3,2,3,Teliad Heren | Teliad Alfrin,Tulip Amsterdam Light | Tulip Holland | Tulip Amsterdam Dark
levenshtein,Texas,Theos,texas,theos,texas,theos,3,2,4,Texas Player's Edition | Texas Premium Edition,Theos Green | Theos Purple | Theos Limited Green
levenshtein,Texas,Trics,texas,trics,texas,trics,3,2,1,Texas Player's Edition | Texas Premium Edition,Trics V2 Premium
levenshtein,Texas,Tucan,texas,tucan,texas,tucan,3,2,1,Texas Player's Edition | Texas Premium Edition,Tucan Cinnamon Back
levenshtein,Texas,Zeus,texas,zeus,texas,zeus,3,2,2,Texas Player's Edition | Texas Premium Edition,Zeus Mighty Gold | Zeus Sterling Silver
levenshtein,The Conjurer,The Conjuring,theconjurer,theconjuring,the-conjurer,the-conjuring,3,2,2,The Conjurer Red | The Conjurer Blue,The Conjuring | The Conjuring Deluxe
levenshtein,The Coven,The Hive,thecoven,thehive,the-coven,the-hive,3,1,2,The Coven,The Hive 2 Limited Edition Gold | The Hive 2 Standard Edition Green
levenshtein,The Secret,The Serpent,thesecret,theserpent,the-secret,the-serpent,3,2,4,The Secret Virescent | The Secret Scarlet,The Serpent White | The Serpent Green | The Serpent Rainbow
levenshtein,Theos,Tigers,theos,tigers,theos,tigers,3,4,6,Theos Green | Theos Purple | Theos Limited Green,Tigers Standard | Tigers Standard v2 | Tigers Display
levenshtein,Theos,Trics,theos,trics,theos,trics,3,4,1,Theos Green | Theos Purple | Theos Limited Green,Trics V2 Premium
levenshtein,Theos,VHS,theos,vhs,theos,vhs,3,4,6,Theos Green | Theos Purple | Theos Limited Green,VHS 1982 Standard | VHS 1982 Early Light E. 12 | VHS 1982 Pinewood Derby '86
levenshtein,Theos,Zeus,theos,zeus,theos,zeus,3,4,2,Theos Green | Theos Purple | Theos Limited Green,Zeus Mighty Gold | Zeus Sterling Silver
levenshtein,Tigers,Time,tigers,time,tigers,time,3,6,5,Tigers Standard | Tigers Standard v2 | Tigers Display,Time I | Time II | Time III
levenshtein,Time,Trics,time,trics,time,trics,3,5,1,Time I | Time II | Time III,Trics V2 Premium
levenshtein,Trics,Varius,trics,varius,trics,varius,3,1,3,Trics V2 Premium,Varius Classic | Varius Teal Limited | Varius Purple Limited
levenshtein,Tucan,Tulip,tucan,tulip,tucan,tulip,3,1,3,Tucan Cinnamon Back,Tulip Amsterdam Light | Tulip Holland | Tulip Amsterdam Dark
levenshtein,Tucan,Tycoon,tucan,tycoon,tucan,tycoon,3,1,1,Tucan Cinnamon Back,Blue Tycoon
levenshtein,Vanity,Varius,vanity,varius,vanity,varius,3,2,3,Vanity No. 41 Red | Vanity No. 41 Green,Varius Classic | Varius Teal Limited | Varius Purple Limited
levenshtein,VHS,WB,vhs,wb,vhs,wb,3,6,1,VHS 1982 Standard | VHS 1982 Early Light E. 12 | VHS 1982 Pinewood Derby '86,WB
levenshtein,VHS,Zeus,vhs,zeus,vhs,zeus,3,6,2,VHS 1982 Standard | VHS 1982 Early Light E. 12 | VHS 1982 Pinewood Derby '86,Zeus Mighty Gold | Zeus Sterling Silver
levenshtein,Viking,Visions,viking,visions,viking,visions,3,1,2,Viking Blizzard Wing,Visions Present Purple Gilded | Visions Prototype
levenshtein,Viking,Wukong,viking,wukong,viking,wukong,3,1,5,Viking Blizzard Wing,Wukong Destruction | Wukong Rebellion | Wukong Confusion
levenshtein,Vitreous,Vitrum,vitreous,vitrum,vitreous,vitrum,3,1,1,Vitreous,Vitrum Mosaic Spade
levenshtein,Wonder,Wonka,wonder,wonka,wonder,wonka,3,4,1,Royal Wonder Mini Gilded | Wonder Scarlet Standard | Wonder Royal Edition,Wonka
